"siteyear","siteusite","UniqueSite","dataset","Site","Year","Site_Lat","Site_Long","Locality","Region","Management","FamBiomass_tkm2","Closure.age","Closure.size","Atoll","ReefHabitat","Depth","HardCoral","SampMethod","SampArea","TT_market_h","TT_pop_h","reserves","remote_10h","remote_20h","area_name","section","TPBiomass_tkm2","DepthCategory","coords","Prod_mgCm2d_finer","meanSize_cm","total_sp","Grav_tot","remote_20h_inhabited","scraping_potential","Larger","Contact_ID","siteyearusite","SST_dC","SSTanom_dC","mean_tonnes_km2_polygon1","mean_tonnes_km2_polygon2","mean_tonnes_km2_polygon3","mean_tonnes_km2_polygon4","mean_tonnes_km2_polygon5","mean_tonnes_km2_polygon6","mean_tonnes_reported_km2cell","mean_tonnes_km2cell","MGMT_type"
"Lagon Ouest Koné 1660 and 1661::2004","Lagon Ouest Koné 1660 and 1661::3798","3798","S","Lagon Ouest Koné 1660 and 1661",2004,-20.98808289,164.6256027,"New Caledonia","P","Fished",30.4526467187,NA,NA,0,"Slope",5.2,NA,"Distance sampling",500,5.1375,0.129166666666667,0,0,0,"New Caledonia (France)","status",0,"4-10m","-20.98808289_164.6256027",316.000416666667,14.9767441860465,66.9154198112792,8.5,NA,0,"New Caledonia","Provider 7","Lagon Ouest Koné 1660 and 1661::2004::3798",25.197717666626,0.347502708435059,NA,NA,0,0,0,0,0,0,NA
"Cayo Bretón Este 676::2001","Cayo Bretón Este 676::1602","1602","S","Cayo Bretón Este 676",2001,21.0673167,-79.4105167,"Cuba","C","Fished",96.3684447149,NA,NA,0,"Slope",9,NA,"Standard belt transect",600,4.775,2.54166666666667,0,0,0,"Cuba","status",0.0777571972911393,"4-10m","21.0673167_-79.4105167",303.239416666667,22.7025316455696,27.4594261450766,33.5,NA,NA,"Cuba","Provider 19","Cayo Bretón Este 676::2001::1602",28.095117410024,0.124471664428711,NA,4.26378235239665,4.26378235239665,86.0688305185165,117.735076272577,117.735076272577,3.75290205218421,4.26378235239665,NA
"Lagon Ouest Koné 1657::2004","Lagon Ouest Koné 1657::3793","3793","S","Lagon Ouest Koné 1657",2004,-21.02122625,164.6334133,"New Caledonia","P","Fished",16.9926740634,NA,NA,0,"Flat",1.8,NA,"Distance sampling",250,4.975,0.225,0,0,0,"New Caledonia (France)","status",0,"0-4m","-21.02122625_164.6334133",315.811916666667,18.1463414634146,23.5316900504409,9,NA,0,"New Caledonia","Provider 7","Lagon Ouest Koné 1657::2004::3793",25.197717666626,0.347502708435059,NA,NA,0,0,0,0,0,0,NA
"7 Cut The Trench Deep (WP15) 1::2000","7 Cut The Trench Deep (WP15) 1::1461","1461","S","7 Cut The Trench Deep (WP15) 1",2000,16.7226333,-88.07225,"Belize","C","Fished",49.4577454459,NA,NA,0,"Slope",12.8,NA,"Standard belt transect",600,1.68333333333333,1.13333333333333,0,0,0,"Belize","status",0.0381850897701149,">10m","16.7226333_-88.07225",273.197916666667,18.4252873563218,24.7273614608027,103,NA,NA,"Belize","Provider 19","7 Cut The Trench Deep (WP15) 1::2000::1461",27.9097301165263,0.0380056699117025,NA,46.1388798381318,46.1388798381318,46.1388798381318,17.2461138515124,17.2461138515124,12.9251473468966,46.1388798381318,NA
"Lagon Ouest Koné 1676::2004","Lagon Ouest Koné 1676::3828","3828","S","Lagon Ouest Koné 1676",2004,-20.95428975,164.5859203,"New Caledonia","P","Fished",41.9200637472,NA,NA,0,"Slope",2.75,NA,"Distance sampling",250,5.42222222222222,0.216666666666667,0,0,0,"New Caledonia (France)","status",0,"0-4m","-20.95428975_164.5859203",326.907416666667,14.5176470588235,354.948937708129,6,NA,0,"New Caledonia","Provider 7","Lagon Ouest Koné 1676::2004::3828",25.197717666626,0.347502708435059,NA,NA,0,0,0,0,0,0,NA
"Lagon Ouest Koné 1691::2004","Lagon Ouest Koné 1691::3864","3864","S","Lagon Ouest Koné 1691",2004,-21.237813,164.7585697,"New Caledonia","P","Fished",32.2087469129,NA,NA,0,"Slope",2,NA,"Distance sampling",250,4.75555555555555,0.544444444444445,0,0,0,"New Caledonia (France)","status",0,"0-4m","-21.237813_164.7585697",320.0045,13.2525252525253,82.2305874919083,5,NA,0,"New Caledonia","Provider 7","Lagon Ouest Koné 1691::2004::3864",25.197717666626,0.347502708435059,NA,NA,NA,0,0,0,0,0,NA
"Caimanes de Sta María (cresta) 664::2001","Caimanes de Sta María (cresta) 664::1564","1564","S","Caimanes de Sta María (cresta) 664",2001,22.6936111,-78.9025,"Cuba","C","Restricted",47.8989513116,NA,NA,0,"Crest",2.5,NA,"Standard belt transect",600,3.625,1.025,0,0,0,"Cuba","status",0,"0-4m","22.6936111_-78.9025",316.771166666667,18.1388888888889,25.0604051526456,60,NA,NA,"Cuba","Provider 19","Caimanes de Sta María (cresta) 664::2001::1564",27.538554986318,-0.0680837631225586,NA,NA,NA,NA,3.60240031340694,3.60240031340694,1.44275705316817,3.60240031340694,NA
"N. Médano de la Vela A (profundo) 703::2001","N. Médano de la Vela A (profundo) 703::1980","1980","S","N. Médano de la Vela A (profundo) 703",2001,21.4543167,-79.6458833,"Cuba","C","Fished",85.0543865789,NA,NA,0,"Slope",9,NA,"Standard belt transect",600,2.125,1.075,0,0,0,"Cuba","status",0.0196732100379747,"4-10m","21.4543167_-79.6458833",296.6765,22.253164556962,77.8611191529415,78.5,NA,NA,"Cuba","Provider 19","N. Médano de la Vela A (profundo) 703::2001::1980",28.095117410024,0.124471664428711,NA,NA,4.26378235239665,86.0688305185165,117.735076272577,3.60240031340694,3.75290205218421,4.26378235239665,NA
"Cayo Bretón Sudeste (cresta) 677::2001","Cayo Bretón Sudeste (cresta) 677::1605","1605","S","Cayo Bretón Sudeste (cresta) 677",2001,21.07115,-79.4091667,"Cuba","C","Fished",119.3806760878,NA,NA,0,"Crest",2.5,NA,"Standard belt transect",600,4.775,2.54166666666667,0,0,0,"Cuba","status",0.0373269978651685,"0-4m","21.07115_-79.4091667",303.239416666667,20.1573033707865,72.8118907098364,33.5,NA,NA,"Cuba","Provider 19","Cayo Bretón Sudeste (cresta) 677::2001::1605",28.095117410024,0.124471664428711,NA,4.26378235239665,4.26378235239665,86.0688305185165,117.735076272577,117.735076272577,3.75290205218421,4.26378235239665,NA
"Cayo Matías 1 (profundo) 693::2001","Cayo Matías 1 (profundo) 693::1664","1664","S","Cayo Matías 1 (profundo) 693",2001,21.5414667,-82.44365,"Cuba","C","Fished",100.7486937346,NA,NA,0,"Slope",9,NA,"Standard belt transect",600,1.48333333333333,0.483333333333333,0,0,0,"Cuba","status",0.015859016255102,"4-10m","21.5414667_-82.44365",266.624916666667,21.4642857142857,17.9720874143326,31,NA,NA,"Cuba","Provider 19","Cayo Matías 1 (profundo) 693::2001::1664",27.9838557243347,0.0522898038228353,NA,NA,4.26378235239665,160.12628279751,117.735076272577,3.60240031340694,3.75290205218421,4.26378235239665,NA
"Cayo Sigua - Cayo Diego Pérez 2 (cresta) 698::2001","Cayo Sigua - Cayo Diego Pérez 2 (cresta) 698::1677","1677","S","Cayo Sigua - Cayo Diego Pérez 2 (cresta) 698",2001,21.9694833,-81.47945,"Cuba","C","Restricted",119.4425218132,NA,NA,0,"Crest",2.5,NA,"Standard belt transect",600,3.925,1.46666666666667,0,0,0,"Cuba","status",0.0972087967931034,"0-4m","21.9694833_-81.47945",285.436083333333,24.1494252873563,23.6159226443541,65,NA,NA,"Cuba","Provider 19","Cayo Sigua - Cayo Diego Pérez 2 (cresta) 698::2001::1677",28.0622224807739,0.0818471908569336,NA,160.12628279751,160.487653612407,160.487653612407,117.735076272577,3.60240031340694,144.278869334618,160.12628279751,NA
"Médanos de la Vela Centro 705::2001","Médanos de la Vela Centro 705::1941","1941","S","Médanos de la Vela Centro 705",2001,21.2994333,-79.5850333,"Cuba","C","Fished",86.6347314187,NA,NA,0,"Slope",9,NA,"Standard belt transect",600,3.13333333333333,2.08333333333333,0,0,0,"Cuba","status",0.181196432591549,"4-10m","21.2994333_-79.5850333",296.08475,23.1408450704225,25.3531478925604,50,NA,NA,"Cuba","Provider 19","Médanos de la Vela Centro 705::2001::1941",28.095117410024,0.124471664428711,NA,NA,4.26378235239665,86.0688305185165,117.735076272577,117.735076272577,3.75290205218421,4.26378235239665,NA
"Lagon Ouest Koné 1673::2004","Lagon Ouest Koné 1673::3822","3822","S","Lagon Ouest Koné 1673",2004,-20.96761608,164.5923748,"New Caledonia","P","Fished",13.7321351334,NA,NA,0,"Slope",2,NA,"Distance sampling",250,5.26666666666667,0.216666666666667,0,0,0,"New Caledonia (France)","status",0,"0-4m","-20.96761608_164.5923748",322.884333333333,12.8,39.0998254317068,6.5,NA,0,"New Caledonia","Provider 7","Lagon Ouest Koné 1673::2004::3822",25.197717666626,0.347502708435059,NA,NA,0,0,0,0,0,0,NA
"Punta Bretón 706::2001","Punta Bretón 706::2025","2025","S","Punta Bretón 706",2001,21.07575,-79.4677333,"Cuba","C","Fished",95.6101055839,NA,NA,0,"Slope",9,NA,"Standard belt transect",600,4.57222222222222,2.64444444444445,0,0,0,"Cuba","status",0.137709303170213,"4-10m","21.07575_-79.4677333",308.1105,21.3776595744681,41.8875350992666,34.6666666666667,NA,NA,"Cuba","Provider 19","Punta Bretón 706::2001::2025",28.095117410024,0.124471664428711,NA,4.26378235239665,4.26378235239665,86.0688305185165,117.735076272577,117.735076272577,3.75290205218421,4.26378235239665,NA
"Lagon Ouest Koné 1689::2004","Lagon Ouest Koné 1689::3858","3858","S","Lagon Ouest Koné 1689",2004,-21.2389679,164.7693729,"New Caledonia","P","Fished",284.0456600004,NA,NA,0,"Slope",3.1,NA,"Distance sampling",250,4.75555555555555,0.544444444444445,0,0,0,"New Caledonia (France)","status",0,"0-4m","-21.2389679_164.7693729",320.0045,17.9390243902439,69.1315540229714,5,NA,0,"New Caledonia","Provider 7","Lagon Ouest Koné 1689::2004::3858",25.197717666626,0.347502708435059,NA,NA,NA,0,0,0,0,0,NA
"Lagon Ouest Koné 1683::2004","Lagon Ouest Koné 1683::3845","3845","S","Lagon Ouest Koné 1683",2004,-21.17620087,164.7248173,"New Caledonia","P","Fished",32.9455974301,NA,NA,0,"Slope",2.2,NA,"Distance sampling",250,4.87916666666667,0.379166666666667,0,0,0,"New Caledonia (France)","status",0,"0-4m","-21.17620087_164.7248173",319.420916666667,15.4214876033058,123.377811778734,5.75,NA,0,"New Caledonia","Provider 7","Lagon Ouest Koné 1683::2004::3845",25.197717666626,0.347502708435059,NA,NA,NA,0,0,0,0,0,NA
"Lagon Ouest Koné 1679::2004","Lagon Ouest Koné 1679::3834","3834","S","Lagon Ouest Koné 1679",2004,-21.03354333,164.6386933,"New Caledonia","P","Fished",10.0507513292,NA,NA,0,"Slope",2,NA,"Distance sampling",250,4.975,0.225,0,0,0,"New Caledonia (France)","status",0,"0-4m","-21.03354333_164.6386933",316.94175,12.8709677419355,40.9836386092125,9,NA,0,"New Caledonia","Provider 7","Lagon Ouest Koné 1679::2004::3834",25.197717666626,0.347502708435059,NA,NA,0,0,0,0,0,0,NA
"Lagon Ouest Koné 1641::2004","Lagon Ouest Koné 1641::3780","3780","S","Lagon Ouest Koné 1641",2004,-20.9869531,164.6216717,"New Caledonia","P","Fished",23.8292131331,NA,NA,0,"Slope",2.2,NA,"Distance sampling",250,5.1375,0.129166666666667,0,0,0,"New Caledonia (France)","status",0,"0-4m","-20.9869531_164.6216717",316.000416666667,13.1746031746032,88.3319051275071,8.5,NA,0,"New Caledonia","Provider 7","Lagon Ouest Koné 1641::2004::3780",25.197717666626,0.347502708435059,NA,NA,0,0,0,0,0,0,NA
"Jardín de las Gorgonias 709::1999","Jardín de las Gorgonias 709::1835","1835","S","Jardín de las Gorgonias 709",1999,21.8094333,-84.5137167,"Cuba","C","Restricted",148.29079276585,NA,NA,0,"Slope",9,NA,"Standard belt transect",600,2.03333333333333,0.0666666666666667,0,0,0,"Cuba","status",0,"4-10m","21.8094333_-84.5137167",291.890166666667,20.0588235294118,42.0303871800478,75,NA,NA,"Cuba","Provider 19","Jardín de las Gorgonias 709::1999::1835",27.8001413345337,-0.000784079233805339,NA,14.785945825042,14.785945825042,14.785945825042,17.2461138515124,17.2461138515124,7.35529628722689,14.785945825042,NA
"Punta Bretón (cresta) 707::2001","Punta Bretón (cresta) 707::2024","2024","S","Punta Bretón (cresta) 707",2001,21.0795167,-79.4674167,"Cuba","C","Fished",183.4652052619,NA,NA,0,"Crest",2.5,NA,"Standard belt transect",600,4.57222222222222,2.64444444444445,0,0,0,"Cuba","status",0.0666751520897436,"0-4m","21.0795167_-79.4674167",308.1105,26.6858974358974,64.3230751747496,34.6666666666667,NA,NA,"Cuba","Provider 19","Punta Bretón (cresta) 707::2001::2024",28.095117410024,0.124471664428711,NA,4.26378235239665,4.26378235239665,86.0688305185165,117.735076272577,117.735076272577,3.75290205218421,4.26378235239665,NA
"Lagon Ouest Koné 1684::2004","Lagon Ouest Koné 1684::3848","3848","S","Lagon Ouest Koné 1684",2004,-21.13552333,164.7168467,"New Caledonia","P","Fished",35.9280547949,NA,NA,0,"Slope",2.65,NA,"Distance sampling",250,4.87916666666667,0.379166666666667,0,0,0,"New Caledonia (France)","status",0,"0-4m","-21.13552333_164.7168467",321.218333333333,15.375,54.4667197351986,5.75,NA,0,"New Caledonia","Provider 7","Lagon Ouest Koné 1684::2004::3848",25.197717666626,0.347502708435059,NA,NA,0,0,0,0,0,0,NA
"Punta Francés 2 (profundo) 658::2001","Punta Francés 2 (profundo) 658::2030","2030","S","Punta Francés 2 (profundo) 658",2001,21.5914667,-83.1736833,"Cuba","C","Restricted",144.0709058695,NA,NA,0,"Slope",9,NA,"Standard belt transect",600,1.61666666666667,0.05,0,0,0,"Cuba","status",0.180031816181818,"4-10m","21.5914667_-83.1736833",284.847833333333,25.2272727272727,33.5614060670505,100,NA,NA,"Cuba","Provider 19","Punta Francés 2 (profundo) 658::2001::2030",27.9838557243347,0.0522898038228353,NA,NA,211.298295454804,211.298295454804,117.735076272577,3.60240031340694,189.548449806978,211.298295454804,NA
"Cayo Sigua - Cayo Diego Pérez 1 (cresta) 696::2001","Cayo Sigua - Cayo Diego Pérez 1 (cresta) 696::1675","1675","S","Cayo Sigua - Cayo Diego Pérez 1 (cresta) 696",2001,21.9604833,-81.46685,"Cuba","C","Restricted",117.4776949876,NA,NA,0,"Crest",2.5,NA,"Standard belt transect",600,3.925,1.46666666666667,0,0,0,"Cuba","status",0.12344317075,"0-4m","21.9604833_-81.46685",283.83725,23.66875,38.9019888299629,65,NA,NA,"Cuba","Provider 19","Cayo Sigua - Cayo Diego Pérez 1 (cresta) 696::2001::1675",28.0622224807739,0.0818471908569336,NA,160.12628279751,160.487653612407,160.487653612407,117.735076272577,3.60240031340694,144.278869334618,160.12628279751,NA
"Lagon Ouest Koné 1674::2004","Lagon Ouest Koné 1674::3825","3825","S","Lagon Ouest Koné 1674",2004,-20.95713043,164.588274,"New Caledonia","P","Fished",307.796826704,NA,NA,0,"Slope",3.4,NA,"Distance sampling",250,5.42222222222222,0.216666666666667,0,0,0,"New Caledonia (France)","status",0,"0-4m","-20.95713043_164.588274",322.884333333333,18.5533333333333,182.848871598396,6,NA,0,"New Caledonia","Provider 7","Lagon Ouest Koné 1674::2004::3825",25.197717666626,0.347502708435059,NA,NA,0,0,0,0,0,0,NA
"Planch'alizé REA084112::2008","Planch'alizé REA084112::5345","5345","S","Planch'alizé REA084112",2008,-21.09635,55.23277,"Reunion","I","Fished",11.4108778149667,NA,NA,0,"Flat",0.8,NA,"Standard belt transect",750,0.916666666666667,0.166666666666667,0,0,0,"RÃ©union (France)","status",0,"0-4m","-21.09635_55.23277",238.30775,12.8135593220339,29.3252079437932,154,NA,16.2411156,"Reunion","Provider 8","Planch'alizé REA084112::2008::5345",26.1267641385396,0.677417119344076,NA,15.9694714727041,15.9694714727041,15.9694714727041,15.9694714727041,15.9694714727041,11.7950855867693,15.9694714727041,NA
"S.E. Cayo. Diego Pérez 3 (cresta) 654::2001","S.E. Cayo. Diego Pérez 3 (cresta) 654::2047","2047","S","S.E. Cayo. Diego Pérez 3 (cresta) 654",2001,22.03605,-81.5146,"Cuba","C","Restricted",239.868891896,NA,NA,0,"Crest",2.5,NA,"Standard belt transect",600,4.025,1.46666666666667,0,0,0,"Cuba","status",0.0355616589921875,"0-4m","22.03605_-81.5146",307.50175,23.03515625,34.4904991602216,63.5,NA,NA,"Cuba","Provider 19","S.E. Cayo. Diego Pérez 3 (cresta) 654::2001::2047",28.0622224807739,0.0818471908569336,NA,160.12628279751,160.487653612407,160.487653612407,117.735076272577,3.60240031340694,144.278869334618,160.12628279751,NA
"Lagon Ouest Koné 1694::2004","Lagon Ouest Koné 1694::3868","3868","S","Lagon Ouest Koné 1694",2004,-20.97455667,164.6379133,"New Caledonia","P","Fished",32.604084172,NA,NA,0,"Flat",0.5,NA,"Distance sampling",250,5.1375,0.129166666666667,0,0,0,"New Caledonia (France)","status",1.21690745263158,"0-4m","-20.97455667_164.6379133",316.000416666667,17.8421052631579,25.0067502558725,8.5,NA,0,"New Caledonia","Provider 7","Lagon Ouest Koné 1694::2004::3868",25.197717666626,0.347502708435059,NA,NA,0,0,0,0,0,0,NA
"Lagon Ouest Koné 1666::2004","Lagon Ouest Koné 1666::3756","3756","S","Lagon Ouest Koné 1666",2004,-20.98675251,164.6213875,"New Caledonia","P","Fished",26.3637773057,NA,NA,0,"Slope",2,NA,"Distance sampling",250,5.1375,0.129166666666667,0,0,0,"New Caledonia (France)","status",0,"0-4m","-20.98675251_164.6213875",316.000416666667,15.8526315789474,24.6900761478196,8.5,NA,0,"New Caledonia","Provider 7","Lagon Ouest Koné 1666::2004::3756",25.197717666626,0.347502708435059,NA,NA,0,0,0,0,0,0,NA
"Médanos Vizcaínos 1 (cresta) 699::2001","Médanos Vizcaínos 1 (cresta) 699::1942","1942","S","Médanos Vizcaínos 1 (cresta) 699",2001,21.7849,-81.1809833,"Cuba","C","Restricted",172.1029122059,NA,NA,0,"Crest",2.5,NA,"Standard belt transect",600,3.98333333333333,1.56666666666667,0,0,0,"Cuba","status",0.0760262434672897,"0-4m","21.7849_-81.1809833",278.253833333333,19.6028037383178,34.7104845067892,53,NA,NA,"Cuba","Provider 19","Médanos Vizcaínos 1 (cresta) 699::2001::1942",28.0622224807739,0.0818471908569336,NA,NA,160.487653612407,160.487653612407,117.735076272577,3.60240031340694,144.814699539252,160.487653612407,NA
"Punta Francés 1 (cresta) 657::2001","Punta Francés 1 (cresta) 657::2027","2027","S","Punta Francés 1 (cresta) 657",2001,21.6178833,-83.1945,"Cuba","C","Restricted",215.3307594907,NA,NA,0,"Crest",2.5,NA,"Standard belt transect",600,1.50833333333333,0.166666666666667,0,0,0,"Cuba","status",0.0335806596637168,"0-4m","21.6178833_-83.1945",286.638166666667,22.0884955752212,27.6933103400788,69.5,NA,NA,"Cuba","Provider 19","Punta Francés 1 (cresta) 657::2001::2027",27.9838557243347,0.0522898038228353,NA,NA,211.298295454804,211.298295454804,117.735076272577,3.60240031340694,189.548449806978,211.298295454804,NA
"Médanos Vizcaínos 4 (profundo) 655::2001","Médanos Vizcaínos 4 (profundo) 655::1949","1949","S","Médanos Vizcaínos 4 (profundo) 655",2001,21.8536,-81.2844333,"Cuba","C","Restricted",73.5245484968,NA,NA,0,"Slope",9,NA,"Standard belt transect",600,3.61666666666667,1.63333333333333,0,0,0,"Cuba","status",0.101691265896552,"4-10m","21.8536_-81.2844333",279.299833333333,23.4080459770115,22.476170362372,63,NA,NA,"Cuba","Provider 19","Médanos Vizcaínos 4 (profundo) 655::2001::1949",28.0622224807739,0.0818471908569336,NA,160.12628279751,160.487653612407,160.487653612407,117.735076272577,3.60240031340694,144.278869334618,160.12628279751,NA
"Médanos Vizcaínos 4 (cresta) 662::2001","Médanos Vizcaínos 4 (cresta) 662::1948","1948","S","Médanos Vizcaínos 4 (cresta) 662",2001,21.8479,-81.2855833,"Cuba","C","Restricted",115.662477904,NA,NA,0,"Crest",2.5,NA,"Standard belt transect",600,3.61666666666667,1.63333333333333,0,0,0,"Cuba","status",0.0275076742035398,"0-4m","21.8479_-81.2855833",279.299833333333,19.3451327433628,33.1285137380918,63,NA,NA,"Cuba","Provider 19","Médanos Vizcaínos 4 (cresta) 662::2001::1948",28.0622224807739,0.0818471908569336,NA,26.3832809715779,160.487653612407,160.487653612407,117.735076272577,3.60240031340694,23.7726142833611,26.3832809715779,NA
"San Andrés Crest 708::2000","San Andrés Crest 708::2066","2066","S","San Andrés Crest 708",2000,18.5579833,-87.2983667,"Mexico","C","Restricted",51.0024299871,NA,NA,1,"Crest",0.9,NA,"Standard belt transect",600,6.28333333333333,2.65,0,0,0,"Mexico","status",0.111606310058824,"0-4m","18.5579833_-87.2983667",272.795083333333,20.0441176470588,11.7666611114613,15,NA,NA,"Mexico","Provider 19","San Andrés Crest 708::2000::2066",27.9097301165263,0.0380056699117025,NA,0.215359389579692,2.57533138254221,28.5526172071325,17.2461138515124,17.2461138515124,0.139131903606229,0.215359389579692,NA
"Culebra: S.E. Luis Peña 651::2003","Culebra: S.E. Luis Peña 651::1713","1713","S","Culebra: S.E. Luis Peña 651",2003,18.2963833,-65.3268333,"Puerto Rico","C","Fished",163.23143443145,NA,NA,0,"Slope",4.8,NA,"Standard belt transect",600,2.00833333333333,0.316666666666667,0,0,0,NA,"status",0.0978580048083333,"4-10m","18.2963833_-65.3268333",195.3945,23.6125,54.2342876234755,128,NA,NA,"Puerto Rico","Provider 19","Culebra: S.E. Luis Peña 651::2003::1713",28.5335416793823,0.984675248463949,NA,252.577777901158,252.577777901158,4.50063330422597,20.8119822057382,20.8119822057382,224.489714935305,252.577777901158,NA
"Cresta W Mégano Grande 674::2001","Cresta W Mégano Grande 674::1698","1698","S","Cresta W Mégano Grande 674",2001,22.3719444,-77.9369444,"Cuba","C","Fished",112.3590670847,NA,NA,0,"Crest",2.5,NA,"Standard belt transect",600,3.14166666666667,0.591666666666667,0,0,0,"Cuba","status",0.0696408542307692,"0-4m","22.3719444_-77.9369444",874.517416666667,24.8538461538462,36.7049678990242,62,NA,NA,"Cuba","Provider 19","Cresta W Mégano Grande 674::2001::1698",28.0845850308736,0.172017097473145,NA,NA,352.529401935244,1731.37132467196,3.60240031340694,3.60240031340694,174.939887584589,352.529401935244,NA
